employee_id,skill_name,role_id,proficiency_level,proficiency_change_per_day,days_since_last_assessment,gap_severity,role_complexity,future_deficiency_score,assessment_date
EMP-0011,Churn_Analysis,Senior_Engineer,0.8314650896379253,0.002181499679049041,2,0.19130244631473514,0.7,0.19874114314797103,2026-07-24T20:53:45.453953
EMP-0012,Python,Ops_Manager,1.0,0.010057523015076055,13,0.5226563136155383,0.9,0.0,2026-07-13T20:53:45.453953
EMP-0012,FastAPI,Ops_Manager,1.0,0.01793714147711528,21,0.9125375342845853,0.9,0.0,2026-07-05T20:53:45.453953
EMP-0012,WFM_Forecasting,Ops_Manager,0.9477646067313128,0.00466806364988742,14,0.7252965098125139,0.9,0.2748417386783216,2026-07-12T20:53:45.453953
EMP-0012,RTA_Adherence,Ops_Manager,1.0,0.013345385698263193,9,0.09774643721203324,0.9,0.0,2026-07-17T20:53:45.453953
EMP-0012,Churn_Analysis,Ops_Manager,1.0,0.018997176840964622,18,0.32353298585196066,0.9,0.0,2026-07-08T20:53:45.453953
EMP-0013,Python,Senior_Engineer,0.6336901898461789,0.004216593808182718,3,0.9849178370151768,0.7,0.732270914415928,2026-07-23T20:53:45.453953
EMP-0013,FastAPI,Senior_Engineer,0.37441974678831885,-0.0024743229504478412,28,0.7645611618894012,0.7,1.082090522669817,2026-06-28T20:53:45.453953
EMP-0013,WFM_Forecasting,Senior_Engineer,0.5572998302748748,0.0007038394474138832,16,0.8342482487603828,0.7,0.8387091106829001,2026-07-10T20:53:45.453953
EMP-0013,RTA_Adherence,Senior_Engineer,0.3509381304990609,-0.0038651845682561815,8,0.6793395385837421,0.7,1.1046871758404957,2026-07-18T20:53:45.453953
EMP-0013,Churn_Analysis,Senior_Engineer,1.0,0.012695746557365365,7,0.6473166021728575,0.7,0.0,2026-07-19T20:53:45.453953
EMP-0014,Python,Junior_Engineer,0.5525330153649108,-0.00022342925079774437,9,0.01575857559688154,0.3,0.4620491499574622,2026-07-17T20:53:45.453953
EMP-0014,FastAPI,Junior_Engineer,1.0,0.01796247316626224,29,0.2791553212936583,0.3,0.0,2026-06-27T20:53:45.453953
EMP-0014,WFM_Forecasting,Junior_Engineer,1.0,0.011678341694053603,27,0.9752918878673027,0.3,0.13729569311204326,2026-06-29T20:53:45.453953
EMP-0014,RTA_Adherence,Junior_Engineer,0.0,-0.007449871154417848,4,0.2070795720738129,0.3,1.327035920669442,2026-07-22T20:53:45.453953
EMP-0014,Churn_Analysis,Junior_Engineer,1.0,0.011800396643467609,7,0.21035404919534728,0.3,0.0,2026-07-19T20:53:45.453953
EMP-0015,Python,Ops_Manager,0.4403181174594235,-0.0022980654761328486,28,0.6822379208729641,0.9,0.969742807261044,2026-06-28T20:53:45.453953
EMP-0015,FastAPI,Ops_Manager,1.0,0.0111382159900385,6,0.23026023400196516,0.9,0.0,2026-07-20T20:53:45.453953
EMP-0015,WFM_Forecasting,Ops_Manager,0.0,-0.005223234705648257,8,0.703443230719308,0.9,1.5084186565291018,2026-07-18T20:53:45.453953
EMP-0015,RTA_Adherence,Ops_Manager,1.0,0.013366957176425701,14,0.4618690097545317,0.9,0.0,2026-07-12T20:53:45.453953
EMP-0015,Churn_Analysis,Ops_Manager,0.9174133776754212,0.001481666849370001,21,0.48861547297404573,0.9,0.28244435333050166,2026-07-05T20:53:45.453953
EMP-0016,Python,Junior_Engineer,1.0,0.008844238495808997,25,0.5363748757287415,0.3,0.0028602829901008264,2026-07-01T20:53:45.453953
EMP-0016,FastAPI,Junior_Engineer,0.6298083306337079,0.00030181708383232066,2,0.8237031056294926,0.3,0.7729887096660688,2026-07-24T20:53:45.453953
EMP-0016,WFM_Forecasting,Junior_Engineer,0.12869619126366072,-0.005041752349172762,23,0.4925325405698814,0.3,1.268822649496463,2026-07-03T20:53:45.453953
EMP-0016,RTA_Adherence,Junior_Engineer,1.0,0.004200564274465553,24,0.8113418872141761,0.3,0.27965401537312157,2026-07-02T20:53:45.453953
EMP-0016,Churn_Analysis,Junior_Engineer,1.0,0.015700017886188904,9,0.005285833605746859,0.3,0.0,2026-07-17T20:53:45.453953
EMP-0017,Python,Junior_Engineer,0.7178920930076931,-0.0003667175525068414,29,0.4009659302778107,0.3,0.4935923987064175,2026-06-27T20:53:45.453953
EMP-0017,FastAPI,Junior_Engineer,0.0,-0.006446671554431749,24,0.17760820784781706,0.3,1.282204250556861,2026-07-02T20:53:45.453953
EMP-0017,WFM_Forecasting,Junior_Engineer,0.0,-0.0033155660494000464,22,0.9074069113228497,0.3,1.5531704371434263,2026-07-04T20:53:45.453953
EMP-0017,RTA_Adherence,Junior_Engineer,0.18106537238009202,-0.006547277039915206,10,0.20300579662651497,0.3,1.1168558371306216,2026-07-16T20:53:45.453953
EMP-0017,Churn_Analysis,Junior_Engineer,1.0,0.011723528041138966,14,0.5338247648645054,0.3,0.0,2026-07-12T20:53:45.453953
EMP-0018,Python,Ops_Manager,1.0,0.016566541167923804,4,0.4984545681723954,0.9,0.0,2026-07-22T20:53:45.453953
EMP-0018,FastAPI,Ops_Manager,1.0,0.012226542918012258,27,0.9479757828231,0.9,0.10719160387118215,2026-06-29T20:53:45.453953
EMP-0018,WFM_Forecasting,Ops_Manager,1.0,0.017251031060422452,11,0.5398209642749799,0.9,0.0,2026-07-15T20:53:45.453953
EMP-0018,RTA_Adherence,Ops_Manager,1.0,0.008476847684081515,21,0.0830092008517872,0.9,0.0,2026-07-05T20:53:45.453953
EMP-0018,Churn_Analysis,Ops_Manager,1.0,0.017948338331048842,25,0.22562991771563734,0.9,0.0,2026-07-01T20:53:45.453953
EMP-0019,Python,Junior_Engineer,1.0,0.018896880627585627,6,0.20392447415863746,0.3,0.0,2026-07-20T20:53:45.453953
EMP-0019,FastAPI,Junior_Engineer,0.5491777277503893,-0.0024033721875008603,1,0.16798325495268596,0.3,0.6069150653509794,2026-07-25T20:53:45.453953
EMP-0019,WFM_Forecasting,Junior_Engineer,0.8987881965796303,0.0030653397873975814,1,0.059893025715650805,0.3,0.03919812265626771,2026-07-25T20:53:45.453953
EMP-0019,RTA_Adherence,Junior_Engineer,1.0,0.019239115231267652,17,0.41557752151553873,0.3,0.0,2026-07-09T20:53:45.453953
EMP-0019,Churn_Analysis,Junior_Engineer,1.0,0.015005481968637291,24,0.753543856416553,0.3,0.0,2026-07-02T20:53:45.453953
EMP-0020,Python,Junior_Engineer,0.02387615323528719,-0.004861859604170511,28,0.2569881379255686,0.3,1.2504737038526124,2026-06-28T20:53:45.453953
EMP-0020,FastAPI,Junior_Engineer,1.0,0.014073645010909902,9,0.859846472467804,0.3,0.007713885906604989,2026-07-17T20:53:45.453953
EMP-0020,WFM_Forecasting,Junior_Engineer,1.0,0.013278667454377753,20,0.818265708409275,0.3,0.010772830573304804,2026-07-06T20:53:45.453953
EMP-0020,RTA_Adherence,Junior_Engineer,1.0,0.018717545561565657,2,0.9600753324209788,0.3,0.0,2026-07-24T20:53:45.453953
EMP-0020,Churn_Analysis,Junior_Engineer,1.0,0.0175246465479015,3,0.328516294427341,0.3,0.0,2026-07-23T20:53:45.453953
EMP-0021,Python,Senior_Engineer,1.0,0.016015815522773917,24,0.34005087048590366,0.7,0.0,2026-07-02T20:53:45.453953
EMP-0021,FastAPI,Senior_Engineer,0.4461064955684772,-0.0017968140567989153,27,0.5584224041312735,0.7,0.887009128201127,2026-06-29T20:53:45.453953
EMP-0021,WFM_Forecasting,Senior_Engineer,1.0,0.017195746320069934,15,0.03569501127835362,0.7,0.0,2026-07-11T20:53:45.453953
EMP-0021,RTA_Adherence,Senior_Engineer,0.0,-0.007211250736023255,22,0.7462418591427091,0.7,1.5894584516520522,2026-07-04T20:53:45.453953
EMP-0021,Churn_Analysis,Senior_Engineer,1.0,0.008821295346705295,12,0.461493363596563,0.7,0.0,2026-07-14T20:53:45.453953
EMP-0022,Python,Ops_Manager,1.0,0.01580715495773021,10,0.7065155295080084,0.9,0.0,2026-07-16T20:53:45.453953
EMP-0022,FastAPI,Ops_Manager,1.0,0.006852954807588766,12,0.62338657878313,0.9,0.10610464516390211,2026-07-14T20:53:45.453953
EMP-0022,WFM_Forecasting,Ops_Manager,1.0,0.005785244632209559,19,0.970657845423822,0.9,0.31177158374562425,2026-07-07T20:53:45.453953
EMP-0022,RTA_Adherence,Ops_Manager,0.825568276951784,0.006887219421844207,29,0.42217836650166896,0.9,0.17890432364372433,2026-06-27T20:53:45.453953
EMP-0022,Churn_Analysis,Ops_Manager,0.13114435702978347,-0.0025686599517737154,29,0.7365307023027226,0.9,1.3141807926747893,2026-06-27T20:53:45.453953
EMP-0023,Python,Ops_Manager,0.23422910693935534,-0.0018178946020774786,15,0.11511663031757202,0.9,0.8778660462817549,2026-07-11T20:53:45.453953
EMP-0023,FastAPI,Ops_Manager,1.0,0.007295257802950069,20,0.15186128488886674,0.9,0.0,2026-07-06T20:53:45.453953
EMP-0023,WFM_Forecasting,Ops_Manager,1.0,0.01388747942416122,26,0.04749166613851663,0.9,0.0,2026-06-30T20:53:45.453953
EMP-0023,RTA_Adherence,Ops_Manager,0.0,-0.00901303432746385,3,0.6289571439578608,0.9,1.5848696018028459,2026-07-23T20:53:45.453953
EMP-0023,Churn_Analysis,Ops_Manager,0.0,-0.007580982924702867,16,0.7320555824189767,0.9,1.5934572789505745,2026-07-10T20:53:45.453953
EMP-0024,Python,Junior_Engineer,1.0,0.008610780659432821,7,0.8284830015847089,0.3,0.15591808100936977,2026-07-19T20:53:45.453953
EMP-0024,FastAPI,Junior_Engineer,1.0,0.006957466746966767,17,0.37001543033916207,0.3,0.0,2026-07-09T20:53:45.453953
EMP-0024,WFM_Forecasting,Junior_Engineer,1.0,0.01717569880403312,17,0.9556625480902102,0.3,0.0,2026-07-09T20:53:45.453953
EMP-0024,RTA_Adherence,Junior_Engineer,1.0,0.013299696083564445,22,0.5841676232146584,0.3,0.0,2026-07-04T20:53:45.453953
EMP-0024,Churn_Analysis,Junior_Engineer,1.0,0.0114968205414598,3,0.6979777790554168,0.3,0.00408427328391453,2026-07-23T20:53:45.453953
EMP-0025,Python,Senior_Engineer,1.0,0.01671621438652278,10,0.4521099890833098,0.7,0.0,2026-07-16T20:53:45.453953
EMP-0025,FastAPI,Senior_Engineer,0.614260189906105,0.0019071929850179598,2,0.18062712693739758,0.7,0.41883758401205495,2026-07-24T20:53:45.453953
EMP-0025,WFM_Forecasting,Senior_Engineer,0.1679968286924305,-0.0014153625020241947,23,0.280054960083452,0.7,1.0144915264100214,2026-07-03T20:53:45.453953
EMP-0025,RTA_Adherence,Senior_Engineer,0.0,-0.006718716687858709,5,0.007852284327483416,0.7,1.205487642799503,2026-07-21T20:53:45.453953
EMP-0025,Churn_Analysis,Senior_Engineer,0.5552447004750676,-0.002338386082310357,6,0.3714834463811021,0.7,0.7006486051847941,2026-07-20T20:53:45.453953
EMP-0026,Python,Ops_Manager,0.6139972958588664,0.002304250883348435,14,0.552346695847475,0.9,0.593048525564418,2026-07-12T20:53:45.453953
EMP-0026,FastAPI,Ops_Manager,1.0,0.007628718379622807,7,0.6427529320073,0.9,0.09251491461496575,2026-07-19T20:53:45.453953
EMP-0026,WFM_Forecasting,Ops_Manager,0.0,-0.009467315067743917,6,0.17702048532312165,0.9,1.3725296946938785,2026-07-20T20:53:45.453953
EMP-0026,RTA_Adherence,Ops_Manager,1.0,0.01668104353697642,26,0.7709183697425884,0.9,0.0,2026-06-30T20:53:45.453953
EMP-0026,Churn_Analysis,Ops_Manager,1.0,0.010662716970802835,13,0.10787278942275502,0.9,0.0,2026-07-13T20:53:45.453953
EMP-0027,Python,Ops_Manager,1.0,0.016018594636976413,10,0.7995434168988743,0.9,0.0,2026-07-16T20:53:45.453953
EMP-0027,FastAPI,Ops_Manager,0.0826795249705029,-0.0045954627728496235,10,0.843116743514704,0.9,1.476742729972338,2026-07-16T20:53:45.453953
EMP-0027,WFM_Forecasting,Ops_Manager,0.9094457093454044,0.004151604306029762,13,0.11617222241236047,0.9,0.02409227267988301,2026-07-13T20:53:45.453953
EMP-0027,RTA_Adherence,Ops_Manager,1.0,0.015415735452237496,18,0.8776160437194958,0.9,0.0,2026-07-08T20:53:45.453953
EMP-0027,Churn_Analysis,Ops_Manager,0.9530879925049499,0.005721449786063605,7,0.22978549208341192,0.9,0.0,2026-07-19T20:53:45.453953
EMP-0028,Python,Senior_Engineer,0.3381781632631422,-0.0006324431281658442,27,0.595597111626433,0.7,0.9785936863950497,2026-06-29T20:53:45.453953
EMP-0028,FastAPI,Senior_Engineer,0.0,-0.008735402053219739,18,0.12780039431892687,0.7,1.3259622587560556,2026-07-08T20:53:45.453953
EMP-0028,WFM_Forecasting,Senior_Engineer,1.0,0.006168421083633744,3,0.47666103874650523,0.7,0.05327788686424034,2026-07-23T20:53:45.453953
EMP-0028,RTA_Adherence,Senior_Engineer,0.6333311821796064,-0.0008034882862075175,6,0.9115035089681242,0.7,0.8465252208906813,2026-07-20T20:53:45.453953
EMP-0028,Churn_Analysis,Senior_Engineer,1.0,0.010235544733307794,24,0.5186390792884403,0.7,0.0,2026-07-02T20:53:45.453953
EMP-0029,Python,Junior_Engineer,0.574424699414785,0.0013032144005130277,1,0.1763170540000163,0.3,0.4746373955698323,2026-07-25T20:53:45.453953
EMP-0029,FastAPI,Junior_Engineer,0.2549003950636799,-0.0030007567579067446,4,0.5972032260506721,0.3,1.1337239206988585,2026-07-22T20:53:45.453953
EMP-0029,WFM_Forecasting,Junior_Engineer,0.06753588092143592,-0.004070033312272624,9,0.9950994786481212,0.3,1.5521148577708035,2026-07-17T20:53:45.453953
EMP-0029,RTA_Adherence,Junior_Engineer,0.35346631709617593,-0.002018534863224144,21,0.77968792042794,0.3,1.0969336890145185,2026-07-05T20:53:45.453953
EMP-0029,Churn_Analysis,Junior_Engineer,0.9285859381698112,0.0057630260582324806,2,0.20596702435434144,0.3,0.0015067922603850814,2026-07-24T20:53:45.453953
EMP-0030,Python,Senior_Engineer,1.0,0.013292380680191165,10,0.8394943154493055,0.7,0.020975737318917886,2026-07-16T20:53:45.453953
EMP-0030,FastAPI,Senior_Engineer,0.6191555004410273,0.002251087819877746,18,0.7043970168178666,0.7,0.6655103733715736,2026-07-08T20:53:45.453953
EMP-0030,WFM_Forecasting,Senior_Engineer,0.0,-0.008255393349753448,8,0.7577981166538815,0.7,1.6265608588195442,2026-07-18T20:53:45.453953
EMP-0030,RTA_Adherence,Senior_Engineer,1.0,0.003770205949406108,19,0.573433995900858,0.7,0.1736108194682458,2026-07-07T20:53:45.453953
EMP-0030,Churn_Analysis,Senior_Engineer,0.0,-0.006550509040991416,5,0.6227260021395891,0.7,1.507878272299537,2026-07-21T20:53:45.453953
EMP-0031,Python,Senior_Engineer,0.1996458590022658,-0.0016920459824840538,22,0.49920549935701386,0.7,1.1007182701507627,2026-07-04T20:53:45.453953
EMP-0031,FastAPI,Senior_Engineer,1.0,0.010620331292028237,7,0.7047670414143251,0.7,0.033773581946315356,2026-07-19T20:53:45.453953
EMP-0031,WFM_Forecasting,Senior_Engineer,0.3661874357333072,-0.0004711849041100936,3,0.8066773880956978,0.7,1.0512868054378446,2026-07-23T20:53:45.453953
EMP-0031,RTA_Adherence,Senior_Engineer,1.0,0.016785125145937684,23,0.273589281982933,0.7,0.0,2026-07-03T20:53:45.453953
EMP-0031,Churn_Analysis,Senior_Engineer,1.0,0.011969134741576902,10,0.7953408454373209,0.7,0.03859638047135333,2026-07-16T20:53:45.453953
EMP-0032,Python,Senior_Engineer,0.0,-0.004602622893223416,6,0.7435000514967458,0.7,1.5098287125450756,2026-07-20T20:53:45.453953
EMP-0032,FastAPI,Senior_Engineer,0.038218598068157444,-0.001962866469549846,8,0.73567197411581,0.7,1.3885033830762428,2026-07-18T20:53:45.453953
EMP-0032,WFM_Forecasting,Senior_Engineer,1.0,0.013165941962255857,9,0.0035324878543822047,0.7,0.0,2026-07-17T20:53:45.453953
EMP-0032,RTA_Adherence,Senior_Engineer,1.0,0.019489836515140163,15,0.1876779701138468,0.7,0.0,2026-07-11T20:53:45.453953
EMP-0032,Churn_Analysis,Senior_Engineer,0.21409694367565013,-0.0059783904520448366,2,0.16432948781193757,0.7,1.0474195137916638,2026-07-24T20:53:45.453953
EMP-0033,Python,Senior_Engineer,1.0,0.014748818958112699,1,0.15890952806787517,0.7,0.0,2026-07-25T20:53:45.453953
EMP-0033,FastAPI,Senior_Engineer,0.0,-0.009886723843934308,20,0.3875608994579124,0.7,1.4903821650469853,2026-07-06T20:53:45.453953
EMP-0033,WFM_Forecasting,Senior_Engineer,0.9560202278789054,0.0046596452833214935,12,0.25165968737331623,0.7,0.030020257308107923,2026-07-14T20:53:45.453953
EMP-0033,RTA_Adherence,Senior_Engineer,1.0,0.009877433405315285,25,0.5077564327333209,0.7,0.0,2026-07-01T20:53:45.453953
EMP-0033,Churn_Analysis,Senior_Engineer,0.0,-0.007601050781195943,2,0.7851408292630391,0.7,1.6206019380673977,2026-07-24T20:53:45.453953
EMP-0034,Python,Junior_Engineer,0.21670200968554132,-0.004842626471045412,20,0.3165213446751478,0.3,1.086837456783395,2026-07-06T20:53:45.453953
EMP-0034,FastAPI,Junior_Engineer,0.6887718355464523,0.0019505842110437797,19,0.8973859940498153,0.3,0.701403635147142,2026-07-07T20:53:45.453953
EMP-0034,WFM_Forecasting,Junior_Engineer,0.0,-0.005430872875792247,25,0.39356867687028896,0.3,1.3597105247089118,2026-07-01T20:53:45.453953
EMP-0034,RTA_Adherence,Junior_Engineer,1.0,0.003334083986703401,11,0.28839725802855287,0.3,0.04417610941317446,2026-07-15T20:53:45.453953
EMP-0034,Churn_Analysis,Junior_Engineer,0.32291504963073114,-0.0012625000683559318,23,0.20118377904967455,0.3,0.815551841944784,2026-07-03T20:53:45.453953
EMP-0035,Python,Senior_Engineer,0.051646017774048536,-0.004020129864835895,11,0.7105727844847549,0.7,1.4242442704134057,2026-07-15T20:53:45.453953
EMP-0035,FastAPI,Senior_Engineer,0.8310966218713005,0.0028016280484287216,6,0.8770721032799343,0.7,0.523390588315805,2026-07-20T20:53:45.453953
EMP-0035,WFM_Forecasting,Senior_Engineer,0.29425410147785036,-0.0022824928025933604,5,0.1042566105625472,0.7,0.826348987881224,2026-07-21T20:53:45.453953
EMP-0035,RTA_Adherence,Senior_Engineer,0.7138540394265173,0.005069625519309321,18,0.4558705174644434,0.7,0.3619924537264248,2026-07-08T20:53:45.453953
EMP-0035,Churn_Analysis,Senior_Engineer,1.0,0.010060217262102185,29,0.15583043580673794,0.7,0.0,2026-06-27T20:53:45.453953
EMP-0036,Python,Senior_Engineer,0.415357629126974,-0.0032167433439442995,20,0.19002856788272005,0.7,0.776158955132715,2026-07-06T20:53:45.453953
EMP-0036,FastAPI,Senior_Engineer,1.0,0.009492205268299686,27,0.5888526825179804,0.7,0.009660183209999562,2026-06-29T20:53:45.453953
EMP-0036,WFM_Forecasting,Senior_Engineer,0.5973922997275206,-0.001984557023878326,27,0.5242746782780049,0.7,0.7242817501278316,2026-06-29T20:53:45.453953
EMP-0036,RTA_Adherence,Senior_Engineer,1.0,0.017770095376991216,14,0.882701266734705,0.7,0.0,2026-07-12T20:53:45.453953
EMP-0036,Churn_Analysis,Senior_Engineer,1.0,0.018453144099217188,14,0.19599088158407807,0.7,0.0,2026-07-12T20:53:45.453953
